Wavelength;01-Jul-2019 06:15:00;01-Jul-2019 06:45:00;01-Jul-2019 07:15:00;01-Jul-2019 07:45:00;01-Jul-2019 08:15:00;01-Jul-2019 08:45:00;01-Jul-2019 09:15:00;01-Jul-2019 09:45:00;01-Jul-2019 10:15:00;01-Jul-2019 10:45:00;01-Jul-2019 11:15:00;01-Jul-2019 11:45:00;01-Jul-2019 12:15:00;01-Jul-2019 12:45:00;01-Jul-2019 13:15:00;01-Jul-2019 13:45:00;01-Jul-2019 14:15:00;01-Jul-2019 14:45:00;01-Jul-2019 15:15:00;01-Jul-2019 15:45:00;01-Jul-2019 16:15:00;01-Jul-2019 16:45:00;01-Jul-2019 16:45:00
510.460;120.1617109;287.1220201;468.4681471;650.7770608;826.8271555;981.2710665;1130.6770027;1289.3108823;1449.5952964;1569.7807997;1679.4481057;1732.9440942;1809.0290571;1808.6705249;1801.5368860;1788.4388811;1723.4133673;1665.1919528;1571.6242393;1441.4498867;1298.7750639;1125.1960641;958.2167934
511.115;120.3802100;287.8156405;468.5682435;648.8364970;829.2162683;974.0457049;1130.1712984;1286.7340685;1456.6671143;1576.1580769;1677.2022388;1724.5095845;1789.0264620;1806.2780152;1804.2142286;1775.2377807;1723.8363061;1680.7029446;1571.2847047;1447.6863350;1291.7305407;1127.8914609;958.5306743
511.771;119.9522967;285.0465074;472.1874051;646.3668303;825.4103841;972.3082378;1128.4914122;1280.9679408;1440.0504410;1574.3348881;1673.3531912;1729.2328693;1777.8626905;1805.1312808;1791.4161534;1773.1179730;1724.7191706;1657.5702706;1551.3549719;1437.6421443;1285.7607822;1123.5019292;949.9124515
512.427;118.7620067;282.7388742;464.4208139;646.2410944;818.5006739;977.4213613;1128.2014836;1277.0860683;1420.6931157;1567.8348521;1652.3338819;1734.7310343;1759.7070915;1801.6745340;1793.0806488;1759.3757636;1704.4374345;1648.2991008;1550.2290269;1417.3025912;1272.2498119;1124.8207275;945.5863298
513.082;118.1238669;280.5780389;460.9369977;641.8496229;813.4482829;961.9435560;1117.9623067;1257.7214383;1411.5383265;1546.7935093;1657.6571048;1710.8483351;1765.2454304;1778.1927078;1768.4772320;1748.5975659;1681.8830402;1640.4045806;1542.8347721;1418.4878097;1255.8976949;1112.9567097;936.5942430
513.738;117.8008278;280.3941618;453.0038931;634.3998891;798.6391931;950.1165843;1092.7821183;1251.4078160;1410.2120791;1537.7266578;1634.8218017;1693.1080884;1740.7790043;1749.8722640;1748.2207496;1731.7161006;1682.0413058;1621.6317563;1522.4572600;1393.5389296;1248.3853365;1096.8286181;927.5510440
514.393;116.6114150;275.8973946;453.5302588;626.4750752;798.3186419;943.6620184;1083.3209937;1240.2852172;1394.5194121;1513.4198905;1618.2891750;1675.8600268;1704.8685439;1738.6423642;1727.8923693;1727.1978155;1655.1115958;1599.4234468;1514.2666484;1382.4637008;1240.3304608;1090.6943615;922.9051273
515.049;114.3220578;273.0718771;445.8743817;619.2680950;785.7916803;934.9061069;1079.2771202;1217.7246354;1373.1577250;1502.7306532;1603.8064345;1663.4014781;1699.4772291;1715.1301263;1722.7111493;1700.2394672;1650.6661752;1599.0867622;1489.4203373;1365.1629531;1228.8897052;1077.8985676;917.2712617
515.705;112.6144366;268.3584143;438.2447567;608.0903468;767.5322588;918.1042084;1061.6209591;1201.6347179;1353.5844660;1464.7124327;1568.8204982;1627.7413891;1666.9528658;1694.6839097;1681.5447187;1663.2840546;1622.4912129;1550.4645081;1472.8153113;1341.9171283;1203.0206909;1057.0708515;897.0744610
516.360;111.4590181;263.9611848;434.5961216;596.7592724;763.1560430;902.9249325;1049.3819461;1182.2639731;1333.5824580;1453.2193685;1556.3227004;1600.8276223;1647.4330146;1666.6142291;1666.9295069;1644.6242464;1575.6803581;1534.7316405;1443.8837121;1319.9147177;1183.4601229;1039.0791578;878.5048158
517.016;110.1405429;261.9231132;428.1763976;593.1281057;749.2838595;890.2728591;1030.7434076;1163.6485520;1315.3342979;1438.8501617;1527.8778351;1583.5487104;1621.8418860;1655.2663670;1640.5474959;1609.9921136;1567.0159283;1516.0085246;1425.3937910;1313.4685345;1167.1795191;1029.3023007;864.7166049
517.671;108.7115804;260.3422032;424.5394502;583.3270985;747.1883060;887.8071301;1024.1893175;1168.0286398;1314.7807326;1443.2153021;1510.5830737;1573.1019969;1615.7091964;1633.5754913;1639.7156109;1620.6242797;1554.7376063;1512.8010101;1419.4362746;1294.6514488;1173.5547718;1025.2423771;875.8350692
518.327;109.4925764;262.4772352;430.7908080;595.3104226;752.5901032;890.2451612;1039.1989582;1179.7532952;1326.2635338;1455.4776333;1526.9925809;1573.7551629;1631.5845446;1647.1495902;1639.2788100;1632.5104609;1567.1945185;1524.5673117;1426.6134522;1309.8355019;1174.0738125;1033.5350199;871.8609300
518.982;111.6441464;264.8110262;432.3716087;601.5644325;760.0143083;904.5699957;1048.0447739;1187.2530953;1336.5384431;1459.1581928;1555.0963364;1607.7234715;1652.9243564;1674.5041704;1665.5779790;1640.3676599;1597.0135800;1543.7851747;1450.1566237;1335.2955991;1193.6822496;1047.9627980;889.9373538
519.638;112.6149267;269.4766681;439.3111447;613.0948895;778.2696349;924.6469378;1066.1100096;1212.5358772;1357.2391631;1482.7357511;1567.7670616;1641.8170415;1683.2694713;1707.1830074;1692.2287174;1690.9227742;1629.7818809;1570.5324237;1478.5559017;1342.6312915;1215.4228417;1062.8290246;905.5697639
520.294;115.4635649;270.1015697;449.1761839;621.1556708;787.0103736;931.0939836;1076.8218197;1227.5562235;1376.2147611;1517.2634506;1602.5637399;1650.5609419;1700.3043311;1728.6991487;1715.3637976;1682.5652058;1639.3834839;1582.6733316;1490.0241079;1365.3689262;1237.0007966;1071.1745027;911.0523279
520.949;116.3192231;274.6088711;454.0934037;624.5907424;794.6620967;944.5174462;1090.9510126;1241.0785658;1390.6469396;1521.6761642;1614.6602867;1670.2074517;1700.6137618;1738.3569017;1726.0356684;1710.9678551;1649.1122974;1597.0840960;1506.5972447;1384.0229752;1229.5941933;1079.8415857;919.2014330
521.605;116.2004425;276.9723669;455.2074623;626.6977793;800.2212986;946.4297246;1093.4714378;1243.8752430;1397.7256593;1537.9490103;1619.0770369;1682.5162421;1733.1112111;1766.7315023;1747.8794983;1725.6341317;1671.9671081;1603.1832506;1516.2401060;1398.6194427;1250.6253173;1095.4557183;922.5427980
522.260;116.6118049;278.8775941;456.3852321;631.5112804;799.7427947;955.7201372;1097.8736636;1246.8536958;1403.2420621;1542.2306119;1621.0631114;1691.0982014;1731.3369201;1751.3386914;1752.3280084;1739.9166417;1673.0848787;1615.2235264;1519.9788026;1395.6429494;1259.3820583;1093.7000670;924.6792293
522.916;117.2497584;277.8412488;460.3044459;639.5247349;796.7844943;956.2233183;1097.1568750;1248.1997832;1408.0648386;1533.6422673;1617.3463298;1691.1797309;1732.0273735;1759.0525541;1747.6210707;1737.8294724;1681.9144213;1625.3835849;1528.3268645;1405.7059898;1259.3503636;1099.1494703;936.8037971
523.571;118.0275678;281.0823774;459.3435005;638.1619067;803.3170620;958.7809965;1104.4816830;1257.4681627;1415.1088444;1547.6968461;1644.5797069;1702.0555860;1747.9404174;1760.8218570;1758.4859468;1742.1347431;1683.9514407;1634.2907345;1518.7226720;1404.0725937;1261.6434217;1111.0884636;935.5429476
524.227;117.2489194;280.4802301;461.4228450;635.1607741;813.6976065;956.8678145;1105.5879031;1260.5377756;1419.5207726;1549.7668007;1635.0592548;1693.8985326;1747.9577339;1767.3205381;1772.3690013;1745.0653429;1698.7419257;1617.4320638;1534.6041323;1401.0854525;1268.6344121;1105.7643310;934.8114019
524.883;117.5565257;277.9660583;460.2735480;635.1777134;807.6292602;953.4588248;1102.2770859;1259.7156407;1418.9592607;1545.8742092;1634.3523530;1690.7516782;1746.2761397;1773.3029590;1753.8588310;1737.2847014;1684.7488232;1634.5614113;1541.0236414;1412.3067079;1262.1586696;1105.6264923;931.1893601
525.538;116.4897580;277.7092318;456.9943077;631.3525954;800.6588561;950.0327948;1094.9804249;1248.9704471;1401.7738029;1540.8984917;1629.5025203;1674.0634483;1729.1283935;1751.6077256;1750.1518553;1723.4316367;1668.1401377;1615.2023540;1527.9827861;1403.1842571;1257.8629278;1097.7538352;930.3533655
526.194;115.2198111;275.3019366;453.7024036;627.6299198;788.8197646;936.6863297;1083.5322000;1242.4328438;1399.7979798;1526.9412543;1606.7775199;1669.3983630;1711.2580475;1749.1174140;1735.7764632;1725.0448368;1658.0631391;1596.4896494;1496.7753499;1386.1654103;1246.8699962;1088.7533919;914.1962987
526.849;116.1097707;273.7847371;446.6080317;626.8258765;786.6723119;935.2794651;1087.2827718;1235.1656329;1385.3220509;1511.9561735;1600.9433865;1654.8866718;1713.2232416;1729.6241894;1711.3964598;1699.2772683;1636.2984461;1595.3931185;1498.6852950;1374.8567175;1232.5120369;1082.6483332;916.0049838
527.505;115.6009820;276.8305277;452.2574828;630.1471887;791.3003331;947.8558061;1085.1243684;1236.7876584;1392.6188387;1506.6177803;1607.1655020;1671.3175004;1723.6195952;1741.2367077;1720.6800814;1698.4465827;1650.7684346;1599.1774610;1505.7160600;1370.0203666;1238.8269607;1085.5064949;911.7367838
528.160;115.9942711;277.5795429;455.4512543;630.1589705;802.8095032;951.1578400;1091.6582922;1242.7037451;1393.9171633;1531.7973944;1620.1729114;1683.4904918;1733.5693444;1748.8145796;1744.0871970;1732.7419306;1680.0890339;1614.9328955;1525.5735328;1398.7372020;1249.6344033;1093.1973186;924.6453361
528.816;118.3291919;280.6012878;459.5668425;636.0720296;807.9973675;961.6070471;1115.5116313;1262.7395735;1411.4833848;1549.4637049;1639.7530149;1700.4527318;1761.0105964;1775.5110593;1759.2659518;1746.8930019;1684.5890120;1639.4308636;1534.1482158;1404.3906245;1255.9437074;1111.0667005;935.2638618
529.472;119.7127727;282.3787948;461.2185066;645.7139560;816.7170261;966.0060419;1131.0896310;1271.8417121;1435.3204775;1570.2432593;1639.7184972;1713.8138812;1783.0608068;1788.1397183;1787.2175246;1759.0356569;1704.6503108;1653.4926086;1563.1117665;1426.2341620;1277.1613520;1112.5937867;947.0517747
530.127;120.3067316;286.9033936;470.6314765;651.0006566;816.8654608;974.6986282;1126.8565944;1287.0026926;1436.9400368;1586.8952593;1664.1523337;1725.9350743;1785.6125612;1810.0732287;1794.1916361;1764.1199938;1731.4364318;1655.6082200;1554.9669929;1434.1574990;1288.9505009;1132.5345395;960.3734748
530.783;119.3914660;287.5842865;470.6761730;655.0055898;822.2702059;982.9379119;1137.8611050;1283.4863904;1447.8681265;1569.9118268;1692.3948384;1726.3943825;1783.3850614;1807.3513782;1800.3776615;1783.7756637;1724.9721975;1664.3807347;1561.5484123;1434.6865681;1278.0345094;1137.1617600;955.6521889
531.438;119.6462028;285.9577856;470.6369246;647.1427706;820.8373334;974.4755017;1122.7440820;1280.2459401;1440.3456890;1560.3354711;1669.4765234;1718.5990318;1781.8623979;1790.8763059;1803.2731016;1772.7964533;1698.8070956;1666.2280231;1561.9498469;1437.9894067;1286.8442929;1135.1221304;951.7421234
532.094;118.2428743;283.7919749;463.7487584;648.7470270;813.8751687;966.8982759;1122.2344260;1268.3977675;1431.7919832;1548.0301312;1659.3896057;1717.0561237;1776.1813397;1793.4564852;1781.4336588;1749.1913236;1700.3729537;1658.3521422;1551.8726085;1413.0151549;1270.9909903;1108.3637343;949.1893046
532.750;118.3396051;283.2013155;461.7888377;638.8928162;810.9865259;967.0674603;1121.6398056;1273.4447297;1433.0420025;1551.0299448;1655.6251945;1709.5257274;1755.1536271;1784.5266395;1759.3906319;1741.3016905;1693.2463970;1633.1750048;1536.0061520;1416.6103068;1263.7982895;1111.5494975;932.8960242
533.405;118.2230337;280.5786230;462.2156045;637.8482994;805.9866815;959.0398989;1110.6202109;1261.5790788;1406.6863206;1550.3626993;1646.3842595;1703.5104592;1743.5259627;1758.3656885;1773.4856932;1743.4962673;1685.1987793;1635.8394143;1537.9753042;1411.0293110;1261.7934860;1107.6535324;941.2415883
534.061;118.4056595;281.4804017;463.2625782;640.3330691;805.3884033;965.5193194;1111.7438750;1259.5319355;1425.0435315;1558.5220008;1641.6548824;1699.9117806;1752.2143550;1770.2928602;1767.0167828;1753.3092353;1694.0745677;1630.5273601;1534.0746624;1410.5866705;1276.1300440;1110.5979571;939.8572014
534.716;119.1769324;283.7508647;459.9258785;639.9963316;809.7228666;959.9597233;1120.7790932;1269.1237461;1423.2013784;1555.6678227;1655.1171831;1704.3875142;1760.7027633;1790.7091870;1777.4021392;1756.1975927;1695.6258403;1638.5610883;1542.4463515;1418.5025809;1276.0897383;1120.8163205;946.0509624
535.372;119.5175733;282.4174541;466.6689626;644.8181643;816.5476816;971.1354185;1126.3695174;1277.6736292;1441.6125026;1568.9784961;1662.4057521;1707.3549984;1761.2089747;1798.3476091;1775.9689343;1762.9253678;1689.7791454;1660.7246372;1539.3939186;1421.8364743;1271.4243854;1119.3097098;946.4532231
536.027;119.4909244;283.5185884;469.7944181;646.7694699;815.4327863;966.8188611;1124.4533127;1272.4188315;1421.5207449;1574.5771388;1650.0938949;1726.4288076;1770.6028314;1798.5389797;1779.0535017;1769.3515015;1706.8669181;1652.7960510;1555.7685829;1424.1959227;1271.4805985;1122.2409875;940.7165975
536.683;118.2411013;284.8881594;465.4946769;641.6125394;819.2066866;971.8388407;1118.7285777;1273.1646551;1433.4367482;1560.6178761;1656.6817013;1715.0562089;1748.8393032;1789.2782761;1781.5995816;1763.1560528;1700.8457948;1643.9110707;1553.3091921;1420.6571576;1278.5965554;1109.0038247;950.0776739
537.339;118.2571903;283.7996845;464.3742636;642.1054676;820.1414465;969.9531069;1112.5865321;1274.6563923;1426.6436121;1555.6492422;1652.2366367;1715.3945412;1775.1085993;1790.9045536;1772.0283615;1758.1293198;1704.7675747;1637.8672606;1556.6338202;1414.4243103;1270.1819511;1115.2500675;948.2415725
537.994;118.0606094;282.6237879;463.2775203;637.4476526;807.9570810;963.5075716;1106.4409083;1267.5330559;1419.7866520;1554.8856265;1660.5294826;1707.0651922;1752.0483879;1778.1860007;1769.5410683;1752.3799439;1691.4251743;1624.1395366;1542.1465691;1408.5333585;1267.8537757;1114.8551485;945.2594295
538.650;117.5233361;280.2412742;462.5923016;640.4963395;810.6458345;963.4300471;1108.0980593;1269.0551491;1419.6460701;1555.9485619;1647.3564569;1693.7711780;1742.0709112;1774.3049074;1767.3459290;1742.3742385;1691.6794807;1629.5811854;1532.7720376;1411.9141569;1267.3326756;1102.4564990;944.4051915
539.305;117.5259470;279.8703296;459.3084819;633.5099954;805.8301013;953.3587510;1102.0440700;1243.1726333;1398.7426214;1529.5742861;1634.4434003;1679.2689280;1734.7213475;1768.5148678;1752.0178485;1738.0708196;1682.6412710;1613.6612272;1518.5581816;1400.0861165;1249.7261320;1102.7872295;936.1114209
539.961;117.1234727;276.4494499;458.4181844;627.9671097;799.0830189;949.4718985;1095.3742122;1237.6087118;1407.7533019;1524.1171636;1611.8346201;1676.9914698;1727.4289564;1752.3606867;1739.5921550;1718.0543147;1667.7222745;1613.1637739;1526.8185997;1390.3696168;1241.3685824;1089.4186159;928.1610529
540.616;116.4072138;276.4583062;451.6316795;629.3391097;800.2332010;946.4311240;1094.4782323;1237.2466990;1383.8798181;1527.6255801;1610.2884997;1678.6796695;1716.3936996;1740.8359424;1727.6244314;1711.9090227;1650.9771745;1595.2718100;1496.8031816;1388.3994972;1242.7047828;1089.0332067;922.3819978
541.272;116.1403713;275.6933717;450.3442639;623.4608361;794.6100713;935.5281397;1082.7658887;1236.0126167;1386.2624940;1516.4266229;1612.9578637;1662.4072940;1720.0110880;1754.9570010;1734.6995364;1717.9167875;1659.8257096;1601.1551701;1507.9452591;1377.2275847;1241.6335600;1084.4911971;914.7824531
541.928;115.8379491;276.0674661;455.3564085;627.1734595;792.6592301;947.0819419;1087.8364536;1240.9202019;1388.9314088;1522.7229124;1610.0967201;1667.9456711;1714.5407062;1737.3927463;1730.8516556;1712.9526845;1647.2328308;1594.9693030;1516.1753575;1382.2836975;1239.8881994;1088.7200255;926.8133049
542.583;115.5987856;276.9269350;454.3170567;630.1964194;795.7504814;951.0359336;1086.5119022;1250.3880588;1402.8129980;1526.3914838;1614.9949998;1671.8084201;1712.7753748;1742.5641413;1739.9930208;1730.0481829;1652.5156368;1608.9383394;1514.9691468;1386.9002823;1239.1680583;1095.7246048;924.1045434
543.239;117.5734574;277.0300030;455.9850615;631.1414108;805.7274278;947.3436511;1094.6110472;1245.9020387;1404.7735197;1538.0348812;1623.1602535;1683.9220199;1738.7525259;1762.3024441;1760.9350053;1732.4139994;1677.5301341;1623.0265462;1518.4288916;1387.1125165;1249.3217385;1095.2098689;927.8018818
543.894;117.2064793;278.5638591;455.3362583;633.4493507;799.5782584;951.1608092;1105.4530232;1251.0676587;1397.5126643;1524.6532230;1633.1311789;1689.1523863;1728.4222609;1777.5967350;1757.3278514;1747.8092480;1662.5878341;1615.1816784;1523.4334999;1405.4416584;1266.3942796;1097.7609740;935.8322018
544.550;117.7968320;278.6443778;461.2470206;633.1775764;804.0891806;956.2297316;1101.2481443;1248.2729970;1396.6890828;1534.9877722;1627.1752850;1692.5701938;1738.6406394;1755.8962294;1753.5600523;1741.6133271;1678.3598053;1622.9908293;1529.2589459;1403.5389723;1250.4717133;1094.8826256;934.3147119
545.205;117.0226324;279.2741478;457.4154521;628.3398258;808.8559376;949.0613096;1105.4062039;1250.6797909;1414.3949447;1527.1930440;1631.8679164;1678.5978194;1733.1985600;1761.3105454;1750.8419451;1739.9045730;1675.8875515;1627.1530236;1520.3945588;1400.7371098;1257.2629181;1104.4644282;931.0727608
545.861;117.7241702;279.9121759;459.8939165;627.2171726;800.1318664;954.5196164;1099.0819745;1253.8258329;1406.9968081;1527.9603072;1617.0895538;1688.2384854;1744.8477085;1758.4363683;1756.2888157;1721.1245109;1675.6922373;1622.8131845;1528.4607023;1406.9031755;1260.7522981;1096.0881155;932.5360966
546.517;116.8228000;277.3121100;456.9108898;631.3804903;803.9756518;955.8013302;1107.6305902;1253.2241453;1403.0797441;1540.9048516;1626.0176120;1690.8504252;1738.4048143;1768.2780743;1755.0184874;1735.3129523;1675.9114425;1607.2462571;1535.2230364;1396.1649234;1263.6899612;1097.3872805;929.4185201
547.172;116.7899929;279.7264581;456.1268419;631.8340346;802.5710418;948.5311424;1108.4761710;1248.0557968;1406.4614142;1526.4974064;1613.8592514;1688.6843327;1733.5236745;1762.9739811;1754.8399215;1723.7367466;1668.2513719;1613.9387198;1519.9134849;1394.0404874;1256.8208878;1098.7658258;925.7673950
547.828;116.8932871;278.9022729;455.4428412;628.1327764;802.7973241;951.4708872;1099.7219790;1245.3503883;1406.1427110;1533.4133901;1631.8051155;1679.6992706;1740.2908669;1740.9852789;1747.6651029;1715.9786083;1667.0786263;1616.4043982;1513.4137230;1394.6866122;1247.7275497;1089.6893661;929.6337037
548.483;117.3236271;278.9794511;458.9636866;632.5659493;803.4524450;953.5337834;1103.4429519;1250.0223913;1411.7178423;1529.9401443;1621.1320548;1686.6795476;1738.8156363;1772.5739432;1752.1386829;1718.9537948;1669.6045268;1623.7065330;1524.8451971;1391.8653727;1252.7607051;1098.2156338;932.9095383
549.139;116.7676603;279.0878878;458.2927735;634.4266130;797.5263999;956.8998594;1099.2809349;1255.3309212;1411.6169773;1532.6972012;1634.5005329;1688.9542910;1731.5646835;1752.2107678;1751.5120043;1733.1948381;1673.4038753;1625.1442447;1525.2204534;1404.1104170;1259.2061420;1099.7018699;930.0984980
549.795;116.8366568;278.2163752;456.4737243;633.2044842;803.8852935;953.6892342;1096.6997821;1250.0916466;1416.5793127;1543.0677184;1643.1183777;1692.4156028;1742.2089552;1774.2438883;1756.8943166;1735.5974140;1685.5983933;1623.3024757;1524.7424757;1404.8691420;1255.2649561;1098.3461427;934.9186940
550.450;117.6114774;280.4591836;455.0063644;637.2025836;807.2517868;956.3427936;1106.6310575;1256.5993236;1411.8458358;1546.0571517;1629.3050011;1690.9284152;1728.6672173;1761.6484095;1761.1600229;1730.8610222;1670.7953731;1630.1598189;1530.1971098;1398.8961234;1262.1383324;1098.6730773;932.0344411
551.106;117.3504524;280.1988605;460.6946390;634.0210268;810.0022945;952.1736647;1106.2627421;1263.2675350;1415.8226456;1539.0756348;1626.1012968;1701.5959850;1741.3759698;1765.6446650;1762.8704816;1715.9070922;1681.4678105;1632.6827695;1525.7682735;1407.2960727;1258.1125329;1097.1188063;931.5916637
551.761;116.7460957;278.6458619;459.4137518;632.4548712;803.3816322;957.3282249;1111.0906813;1251.6794731;1407.8936972;1541.8327853;1635.2051428;1695.2027509;1743.8868855;1767.9045005;1747.9511557;1732.6932553;1670.8865657;1627.4049405;1529.2061365;1402.9255508;1252.5066257;1102.2160995;929.0360718
552.417;116.6169268;278.4509303;458.6290906;637.8239878;805.6838982;961.8918904;1105.7907213;1250.4693210;1414.2998906;1538.3914083;1631.0115644;1696.1191207;1751.3894911;1759.9691699;1746.9476030;1726.4687566;1673.3182360;1633.4669769;1528.4565079;1405.0552488;1257.9498252;1098.5345743;937.3866942
553.072;117.8752544;279.5632383;458.4889800;632.0227978;801.4076979;958.0685559;1110.1624436;1252.4765052;1405.9214613;1539.7245529;1630.9331663;1688.2414541;1746.7686690;1754.5511516;1756.2723969;1723.4553878;1684.0465508;1623.8366960;1531.3828653;1402.6961917;1257.9069082;1098.3144330;933.1827631
553.728;116.5168257;279.5244725;459.3521040;637.4303460;802.0868392;950.8208705;1106.9716635;1256.2550060;1408.4615648;1555.1958520;1639.9835976;1684.7644879;1745.5823298;1770.4874805;1747.6470961;1733.8085719;1679.9293962;1622.8645722;1539.8283139;1406.4906746;1257.1136703;1100.6368811;935.7192316
554.384;117.1398920;279.6797373;456.2935374;631.3877269;801.7603271;955.6250116;1106.9602890;1249.2149966;1406.1861244;1536.0901634;1627.1181719;1699.0482726;1733.9478729;1773.9388865;1743.8126989;1731.5443031;1663.7799456;1631.0814301;1524.1069213;1403.5830836;1252.7831714;1103.1102973;937.4075304
555.039;116.9832187;277.5219771;454.7303485;635.0054624;798.9492690;951.9911519;1103.1569377;1247.5036099;1406.7755456;1535.5628188;1633.7545294;1683.9656393;1729.0810570;1747.3673084;1742.7906221;1726.4232788;1667.0580961;1628.5445596;1521.7125451;1404.0086762;1258.5007283;1097.6223799;935.8886316
555.695;116.5787633;276.0087350;453.6145146;627.2145570;799.2252505;950.7583219;1099.3379942;1241.9989583;1396.9695542;1520.3234333;1614.2313051;1694.5672750;1729.2044581;1746.5403369;1737.1114426;1718.9283877;1661.0758181;1605.1013342;1516.6624176;1388.2460105;1252.3088014;1094.6575734;931.3482061
556.350;115.8266195;273.1218355;450.7316226;622.0480654;789.6607908;946.1416846;1086.8627494;1243.4772149;1390.4209310;1510.0580567;1607.0707761;1664.1329067;1716.3699917;1746.0214844;1718.0189130;1718.6913305;1648.8474630;1600.4284520;1505.5602937;1386.3455269;1234.6801493;1093.8147267;918.9020374
557.006;115.0046049;273.4275712;448.2665470;623.0295792;780.3733768;939.0477837;1081.2432400;1223.0066587;1369.8045274;1505.6379437;1595.2039920;1650.1908181;1713.9443465;1720.8439820;1722.9686624;1692.0601908;1646.3687528;1590.9188867;1501.5512657;1368.8526306;1239.8725883;1080.5650039;916.6975516
557.661;114.3973980;271.2933190;444.1064650;610.6398746;778.8665738;935.5637985;1076.9763316;1218.7395937;1377.7881668;1493.2239903;1583.4632992;1639.5141976;1692.3059264;1709.4233673;1699.5521101;1688.7257991;1633.7556620;1579.1453928;1474.3352898;1360.0793317;1214.8657952;1065.0494672;905.9299443
558.317;113.0736483;271.3000536;441.8669589;613.2313865;777.5768641;925.6750172;1067.3399735;1216.1218383;1372.0458787;1487.6498474;1578.3277510;1634.3431009;1690.0614238;1706.3197942;1675.9294887;1664.8370543;1615.2357249;1566.6304922;1476.2443175;1348.3981404;1214.8427297;1067.4052912;896.1139112
558.973;112.7240725;270.2041308;441.0872248;611.9982639;775.3776008;919.1344501;1066.5896815;1196.6267652;1348.8247226;1495.7950739;1561.2890540;1620.0449357;1677.6054046;1691.6838147;1694.6011189;1666.6344378;1609.6285960;1561.2524171;1474.5730805;1351.6334815;1206.3020010;1057.0457771;896.0485878
559.628;112.5978348;267.7490208;439.7926989;606.5028844;770.3199247;915.8042838;1050.7585057;1205.2601472;1372.6418634;1483.1035789;1565.3902041;1611.7847043;1679.4986630;1692.8554010;1694.7146073;1650.8864576;1603.3590750;1567.8155444;1466.8768682;1351.9823493;1199.5729926;1055.8686069;900.8332966
560.284;112.7151922;268.1704239;437.8971350;610.8598980;772.1345126;921.5750900;1065.6756684;1212.0254211;1357.4055745;1476.5212928;1572.2573469;1632.2140476;1689.4717898;1706.4631340;1694.1961100;1683.7155746;1616.7484630;1560.9985628;1468.7030147;1343.7113387;1223.7023729;1058.5678299;895.4980908
560.939;113.5042729;271.4612338;443.1897748;616.8061645;778.3812757;925.9398995;1065.9916530;1211.7844556;1357.5605797;1479.1120245;1583.5768527;1634.3343673;1686.2458460;1711.0958758;1677.5744535;1680.1943939;1628.7965615;1574.2916741;1479.4446026;1352.7730248;1222.9337626;1059.8868636;907.9808381
561.595;112.7899093;269.7902986;446.2576123;611.6783489;778.9839447;923.2639141;1074.9510805;1211.3716606;1367.9076061;1495.2221069;1584.9115258;1627.6296756;1694.9968811;1720.3597860;1696.5017106;1681.2865412;1620.1638367;1566.1382399;1480.9223854;1354.5815093;1214.7301084;1063.7141479;903.6974318
562.250;112.9429890;270.3582175;443.2378014;613.6843792;778.6817081;924.4046858;1075.2270932;1214.5968290;1368.1663764;1491.6107992;1576.1689461;1634.7251170;1682.3765828;1718.5639059;1704.1798199;1668.4631582;1623.7762464;1589.7199757;1479.3965594;1355.5826753;1213.5665129;1067.2341279;903.8511263
562.906;113.2701081;270.7415544;440.4779365;614.5057049;778.2637887;920.0031263;1067.4583809;1210.4275188;1373.8512614;1492.2569149;1588.6539798;1632.1052343;1676.7651357;1702.9236188;1683.7413473;1677.9670264;1626.4474284;1569.7918617;1467.6036524;1359.5555163;1215.6932779;1056.8323533;904.0445812
563.562;113.2216720;269.0384301;441.8629860;612.0858592;773.2110729;917.9803229;1070.7642679;1210.9156728;1369.1046104;1481.9219484;1573.7483694;1626.3776136;1685.3410526;1692.8896671;1692.1381658;1670.4534553;1610.7725642;1565.7681947;1474.7073344;1348.4092814;1218.1972191;1053.1881797;908.1484916
564.217;112.4255318;270.2007051;439.3680417;611.9262870;772.4751352;914.5904250;1068.4084068;1202.3107237;1355.4221290;1483.7546178;1561.9429794;1616.4841292;1673.4285510;1696.9471293;1693.6362656;1676.2915572;1610.2775107;1552.4868910;1468.9144394;1351.2766184;1209.6774789;1063.8544901;901.6060059
564.873;112.6728934;267.6839395;439.0894701;606.8336703;772.7527885;917.6539967;1053.0035054;1201.2501471;1354.9296177;1463.5135962;1567.2042214;1620.6333939;1672.7509589;1698.7865919;1680.9965782;1649.6394073;1610.8168644;1553.0821035;1463.2640234;1344.1178645;1201.7293961;1059.8655739;896.5011182
565.528;112.5635682;265.0771000;436.6182409;607.6957214;765.9743526;910.8054951;1055.1984822;1193.7023900;1346.4460019;1473.3312167;1568.5323705;1612.7916510;1659.6470526;1678.4515312;1688.6827834;1660.1906007;1617.0097702;1548.8059986;1466.7226446;1330.8992001;1197.6733259;1047.5658552;894.6734561
566.184;111.0506750;265.9523186;438.9836883;604.7342335;762.2473979;911.7789536;1043.6737445;1199.7363975;1343.2654724;1478.2542188;1548.5165499;1615.7636226;1660.5782958;1684.4143356;1658.4025953;1651.0913642;1600.6403049;1546.4976962;1454.4880333;1345.8264587;1197.4807817;1051.2719291;884.3634889
